name,subCategory,address,postalCode,phone,hours,description
TOUCH Community Services,Community Hospital,"162 Bukit Merah Central, #05-3545, Singapore 150162",150162,+65 6377 0122,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: http://www.touch.org.sg/
Taman Jurong Community Club,Community Hospital,"1 Yung Sheng Rd, Singapore 618495",618495,+65 6265 1711,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=17275704989575051384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Tan Tock Seng Hospital,Community Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,+65 6256 6011,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: General hospital | Website: https://www.ttsh.com.sg/
Tanjong Pagar Plaza Market & Food Centre,Community Hospital,"6 Tanjong Pagar Plz, Singapore 081006",081006,+65 6225 5632,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,"Straightforward hawker market with a variety of Asian cooked food stalls, along with ample seating. | Type: Restaurant | Website: https://www.nea.gov.sg/our-services/hawker-management/overview"
Temasek Medical Centre Sembawang,Community Hospital,"406 Sembawang Dr, #01-824, Singapore 750406",750406,+65 6555 1155,"Monday: 8:30 AM – 1:00 PM, 2:00 – 5:00 PM; Tuesday: 8:30 AM – 1:00 PM, 2:00 – 5:00 PM; Wednesday: 8:30 AM – 1:00 PM, 2:00 – 5:00 PM; Thursday: 8:30 AM – 1:00 PM, 2:00 – 5:00 PM; Friday: 8:30 AM – 1:00 PM, 2:00 – 5:00 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: 9:00 AM – 12:00 PM",Type: Medical clinic | Google Maps: https://maps.google.com/?cid=8659084134174208885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"The Family Doctor, Clinic & Surgery",Community Hospital,"Upper Thomson Rd, 215 D, Singapore 574349",574349,+65 6453 4855,"Monday: 8:00 – 10:00 AM, 1:00 – 2:00 PM; Tuesday: 8:00 – 10:00 AM, 1:00 – 2:00 PM; Wednesday: 8:00 – 10:00 AM, 1:00 – 2:00 PM; Thursday: 8:00 – 10:00 AM, 1:00 – 2:00 PM; Friday: 8:00 – 10:00 AM, 1:00 – 2:00 PM; Saturday: 8:00 – 10:00 AM; Sunday: Closed",Type: Medical Center | Website: http://www.familydoctor.sg/
The Straits Eye Community Clinic @Clementi,Community Hospital,"Blk 443 Clementi Ave 3, #01-69, Singapore 120443",120443,+65 8870 4700,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Medical clinic | Website: https://www.straitseyecommunity.com.sg/
The Straits Geriatrics Community Clinic @Toa Payoh,Community Hospital,"BLK 185 Toa Payoh Central, #01-320, Singapore 310185",310185,+65 6341 5218,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Doctor | Website: https://www.straitsgeriatrics.com.sg/toa-payoh-community
The Working Capitol,Community Hospital,"1 Keong Saik Rd., The Working Capitol, Singapore 089109",089109,+65 6027 6855,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Coworking space | Website: https://theworkingcapitol.com/
Tiong Bahru Community Health Centre,Community Hospital,"19 Jln Membina, Block 19, Singapore 163019",163019,+65 6376 0158,"Monday: 8:30 AM – 12:00 PM, 1:00 – 5:00 PM; Tuesday: 8:30 AM – 12:00 PM, 1:00 – 5:00 PM; Wednesday: 8:30 AM – 12:00 PM, 1:00 – 5:00 PM; Thursday: 8:30 AM – 12:00 PM, 1:00 – 5:00 PM; Friday: 8:30 AM – 12:00 PM, 1:00 – 5:00 PM; Saturday: Closed; Sunday: Closed",Type: Medical clinic | Website: https://www.sgh.com.sg/PHICO/Pages/Tiong-Bahru-CHC.aspx
Toa Payoh Central Community Club,Community Hospital,"93 Toa Payoh Central, Singapore 319194",319194,+65 6252 1249,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=15239256211414455857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Toa Payoh East Community Club,Community Hospital,"160 Lor 6 Toa Payoh, Singapore 319380",319380,,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Website: https://www.facebook.com/TPECSC/
Toa Payoh North Clinic & Surgery,Community Hospital,"203 Toa Payoh N, #01-1111, Singapore 310203",310203,+65 6256 8692,"Monday: 8:30 AM – 12:30 PM, 2:00 – 4:30 PM, 6:30 – 9:00 PM; Tuesday: 8:30 AM – 12:30 PM, 2:00 – 4:30 PM, 6:30 – 9:00 PM; Wednesday: 8:30 AM – 12:30 PM, 2:00 – 4:30 PM, 6:30 – 9:00 PM; Thursday: 8:30 AM – 12:30 PM, 2:00 – 4:30 PM, 6:30 – 9:00 PM; Friday: 8:30 AM – 12:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed",Type: Doctor | Website: https://book.health.gov.sg/book?institutionId=1515
Toa Payoh South Community Club,Community Hospital,"1999 Lor 8 Toa Payoh, Singapore 319258",319258,+65 6259 6602,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=1458385231289911993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Vista Medical Centre,Community Hospital,"218 Pasir Panjang Rd, #01-10 ICON@Pasir Panjang, Singapore 118579",118579,+65 6778 0822,"Monday: 9:00 AM – 12:30 PM, 2:30 – 5:00 PM; Tuesday: 9:00 AM – 12:30 PM, 2:30 – 5:00 PM; Wednesday: 9:00 AM – 12:30 PM, 2:30 – 5:00 PM; Thursday: 9:00 AM – 12:30 PM, 2:30 – 5:00 PM; Friday: 9:00 AM – 12:30 PM, 2:30 – 5:00 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed",Type: Medical clinic | Google Maps: https://maps.google.com/?cid=18087396256683378660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
W Medical Pte Ltd (Sembawang),Community Hospital,"365 Sembawang Cres, #01-06 Sun Breeze, Singapore 750365",750365,+65 6273 1246,"Monday: 9:00 AM – 1:00 PM, 2:30 – 5:00 PM; Tuesday: 9:00 AM – 1:00 PM, 2:30 – 5:00 PM; Wednesday: 9:00 AM – 1:00 PM, 2:30 – 5:00 PM; Thursday: 9:00 AM – 1:00 PM, 2:30 – 5:00 PM; Friday: 9:00 AM – 1:00 PM, 2:30 – 5:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed",Type: Medical clinic | Website: http://wmedical.com.sg/
Westside Vet Emergency & Referral Hospital,Community Hospital,"86 Serangoon Garden Wy, Singapore 555982",555982,+65 6931 0095,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Veterinary care | Website: http://www.westsideemergency.com.sg/
Women And Children Centre by PSC,Community Hospital,"46 E Coast Rd, #07-03, Singapore 428766",428766,+65 8481 3151,Monday: 11:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:15 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 9:00 AM – 6:30 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,Type: Physical therapist | Website: http://pscwomenandchildren.sg/
Woodlands Hospital,Community Hospital,"17 Woodlands Dr 17, Singapore 737628",737628,+65 6363 3000,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Hospital | Website: https://www.wh.com.sg/
Yishun Community Hosp,Community Hospital,Singapore,,,,Type: Bus stop | Google Maps: https://maps.google.com/?cid=11474709316091105700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Yishun Community Hospital (YCH),Community Hospital,"2 Yishun Central 2, Singapore 768024",768024,+65 6807 8800,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Hospital | Website: https://www.yishuncommunityhospital.com.sg/
1doc Redhill Family Clinic,Day Care,"116 Bukit Merah Vw, #01-235, Singapore 151116",151116,+65 6518 9462,"Monday: 8:00 AM – 1:00 PM, 2:00 – 7:30 PM; Tuesday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Wednesday: 8:00 AM – 1:00 PM, 2:00 – 7:30 PM; Thursday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Friday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed",Type: Medical clinic | Website: http://1doc.sg/
4S Eldercare Centre@Eunos Crescent,Day Care,"31A Eunos Cres, #06-01, Singapore 401031",401031,+65 9450 1645,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: https://www.4s.org.sg/
AWWA Dementia Day Care @ Ang Mo Kio,Day Care,"123 Ang Mo Kio Ave 6, Block 123, Singapore 560123",560123,+65 6511 6691,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,Type: Child care agency | Website: https://www.awwa.org.sg/our-services/seniors/dementia-day-care-centre/
AWWA Dementia Day Care Centre @ Yishun,Day Care,"740 Yishun Ave 5, Singapore 760740",760740,+65 6511 5450,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://www.awwa.org.sg/our-services/seniors/dementia-day-care-centre/
AWWA Home and Day Activity Centre,Day Care,"5 Pasir Ris Street 22, Singapore 518064",518064,+65 6551 1646,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Association / Organization | Website: https://awwa.org.sg/qat/our-services/post-18-years-old/adult-disability-home-and-day-activity-centre/
Active Global @ Telok Blangah Parcview Active Ageing Centre (Care),Day Care,"Blk 92 Telok Blangah Street 31, #01-255, Singapore 100092",100092,+65 6536 0086,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,Type: Services | Website: https://www.activeglobalcaregiver.sg/senior-care-centres
Active Global Specialised Caregivers Singapore,Day Care,"51 Goldhill Plaza, #12-11, Singapore 308900",308900,+65 6536 0086,Monday: 9:00 AM – 6:30 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 6:30 PM; Thursday: 9:00 AM – 6:30 PM; Friday: 9:00 AM – 6:30 PM; Saturday: 9:00 AM – 5:30 PM; Sunday: Closed,Type: Health | Website: http://www.activeglobalcaregiver.sg/
All Saints Home (Yishun),Day Care,"551 Yishun Ring Rd, Singapore 768681",768681,+65 6351 1400,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Health | Website: https://allsaintshome.org.sg/
Anglo Caregivers & Maids,Day Care,"1 Lower Kent Ridge Rd, #02-14 NUH - Zone B Lobby Car Drop Off Point, Singapore 119082",119082,+65 6646 0000,Monday: 9:30 AM – 6:30 PM; Tuesday: 9:30 AM – 6:30 PM; Wednesday: 9:30 AM – 6:30 PM; Thursday: 9:30 AM – 6:30 PM; Friday: 9:30 AM – 6:30 PM; Saturday: 9:30 AM – 6:30 PM; Sunday: Closed,Type: Health | Website: http://www.anglocaregivers.com/
BlueAtria Residences At Sembawang,Day Care,"23 Jln Legundi, Singapore 759281",759281,+65 8775 9123,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Health | Website: http://www.blueatria.sg/
BrainFit @ Zhongshan,Day Care,"18 Ah Hood Rd, #04-51 Hiap Hoe Building @ Zhongshan Park, Singapore 329983",329983,+65 6737 3511,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,Website: https://brainfit.com.sg/
Brighton Montessori HarbourFront,Day Care,"1 Maritime Square, #03-03 HarbourFront Centre, Singapore 099253",099253,+65 6588 3883,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:00 AM – 1:00 PM; Sunday: Closed,Type: School | Website: https://www.brightonmontessori.com.sg/
Brighton Montessori Mountbatten,Day Care,"764 Mountbatten Rd, Singapore 437764",437764,+65 6588 3883,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:00 AM – 2:00 PM; Sunday: Closed,Type: Preschool | Website: https://www.brightonmontessori.com.sg/
Care Corner Active Ageing Centre (WL16),Day Care,"Blk 16 Marsiling Ln, #01-195, Singapore 730016",730016,+65 6219 3767,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Services | Website: https://www.carecorner.org.sg/services/active-ageing/
Care Corner Families For Life (Woodlands),Day Care,"Blk 786B Woodlands Drive 60, #01-97, Singapore 732786",732786,+65 6978 4090,,Type: Health | Website: https://www.carecorner.org.sg/services/parenting-support/
Care Corner Family Service Centre (Admiralty),Day Care,"718 Woodlands Ave 6, #01-658, Singapore 730718",730718,+65 6365 8751,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Health | Website: https://www.carecorner.org.sg/family-service-centre
Care Corner Senior Care Centre (Toa Payoh East),Day Care,"Blk 261A Toa Payoh East (Apex 01-03, Singapore 311261",311261,+65 6971 1190,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://www.carecorner.org.sg/services/day-care-centres-senior-dementia/
Care Corner Senior Care Centre (Toa Payoh West),Day Care,"Blk 131 Lor 1 Toa Payoh, #01-01, Singapore 310131",310131,+65 6264 0262,Monday: 7:30 AM – 6:30 PM; Tuesday: 7:30 AM – 6:30 PM; Wednesday: 7:30 AM – 6:30 PM; Thursday: 7:30 AM – 6:30 PM; Friday: 7:30 AM – 6:30 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://www.carecorner.org.sg/services/day-care-centres-senior-dementia/
Care Corner Social Day Care for the Elderly,Day Care,"235 Lor 8 Toa Payoh, #01-100, Singapore 310235",310235,+65 6253 6979,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://www.carecorner.org.sg/services/day-care-centres-senior-dementia/
Care Corner Student Care Centre (Woodlands),Day Care,"Block 321 Woodlands Street 32, #01-227, Singapore 730321",730321,+65 6269 5784,Monday: 1:00 – 7:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 1:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://www.carecorner.org.sg/services/student-care-centre/
CareHome Nursing Pte Ltd,Day Care,"03-52, Square2, 10 Sinaran Dr, #307506 Novena Medical Center, Singapore 307506",307506,+65 8086 5622,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Health | Website: http://icare.com.sg/
Caregiver Resource Centre NSS,Day Care,"839 Yishun Street 81, #01 298, Singapore 760839",760839,,,Type: Association / Organization | Google Maps: https://maps.google.com/?cid=2148682928809414649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Cavenagh Medical Clinic and Home Care,Day Care,"559 Bukit Timah Rd, #01-01, Singapore 269695",269695,+65 8831 8316,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:45 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,Type: Medical clinic | Website: http://www.cavenaghmedical.com/
Cherie Hearts @ Charlton,Day Care,"19F Charlton Ln, Singapore 539643",539643,+65 9101 6812,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: https://cherieheartscharlton.com.sg/
Ci Yuan Community Club,Day Care,"51 Hougang Ave 9, Singapore 538776",538776,+65 6386 3717,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=1148550478686481335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Community Case Management Service (CCMS),Day Care,"121 Bukit Merah Vw, #01-96, Singapore 151121",151121,+65 8612 8302,,Type: Community center | Google Maps: https://maps.google.com/?cid=1469842839114523410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Concept Math Novena,Day Care,"1 Goldhill Plaza, #03-01, Singapore 308899",308899,+65 6255 6335,Monday: 1:30 – 7:00 PM; Tuesday: Closed; Wednesday: 1:30 – 7:00 PM; Thursday: 1:30 – 7:00 PM; Friday: 1:30 – 7:00 PM; Saturday: 8:30 AM – 7:00 PM; Sunday: 8:30 AM – 5:00 PM,Type: Educational institution | Website: http://www.conceptmath.com/
Crawfurd Silver Care,Day Care,"19 Adam Rd, Singapore 289891",289891,+65 8062 5861,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,Website: https://crawfurdsilvercare.com/
Dementia Singapore - Dementia Social Club (Tiong Bahru),Day Care,"298 Tiong Bahru Rd, #10-05 Central Plaza, Singapore 168730",168730,+65 6389 5110,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: https://dementia.org.sg/
Dementia Singapore - New Horizon Centre (Toa Payoh),Day Care,"157 Lor 1 Toa Payoh, #01-1195, Singapore 310157",310157,+65 6353 8734,Monday: 7:30 AM – 6:30 PM; Tuesday: 7:30 AM – 6:30 PM; Wednesday: 7:30 AM – 6:30 PM; Thursday: 7:30 AM – 6:30 PM; Friday: 7:30 AM – 6:30 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: https://dementia.org.sg/
Discovery Learners Student Care Center,Day Care,"Block 541 Choa Chu Kang Street 52, #01-46, Singapore 680541",680541,+65 9477 9566,Monday: 1:00 – 7:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 1:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://www.discoverylearners.sg/
Econ Medicare Centre Pte Ltd,Day Care,"160 Changi Rd, #05-05, Singapore 419728",419728,+65 6447 8788,,Type: Health | Google Maps: https://maps.google.com/?cid=7219905766663002930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Eden Centre for Adults (Hougang),Day Care,"426 Hougang Ave 6, #01-53, Singapore 530426",530426,+65 6287 4727,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: http://www.autismlinks.org.sg/
Elder Care,Day Care,"1 Scotts Rd, #24-10 Shaw Centre, Singapore 228208",228208,,,Type: Services | Google Maps: https://maps.google.com/?cid=9611265026777510625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Fei Yue Active Ageing Centre @ Teck Whye Crescent,Day Care,"165A 681165 Teck Whye Cres, Singapore 688845",688845,,Monday: 2:00 – 6:00 PM; Tuesday: 2:00 – 6:00 PM; Wednesday: 2:00 – 6:00 PM; Thursday: 2:00 – 6:00 PM; Friday: 2:00 – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: http://www.fycs.org/
Foo Hai Rehabilitation Centre,Day Care,"236 Jurong East Street 21, #01-346, Singapore 600236",600236,+65 6569 2131,,Type: Apartment building | Website: https://www.foohaiwelfare.org/Elder-Care-Yuhua/
GOLDENCARE GROUP@KALLANG,Day Care,"535 Kallang Bahru, #03-07 to #03-12 , GB Point, Singapore 339351",339351,+65 6635 6401,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 3:00 PM; Sunday: Closed,Type: Services | Google Maps: https://maps.google.com/?cid=16232643360975045962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
GlowCare Club,Day Care,"896 Dunearn Rd, #03-12 Dunearn Village, Singapore 589472",589472,+65 8948 3800,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://www.glowcareclub.com.sg/
Go! Care Ltd,Day Care,"Blk 810A Choa Chu Kang Ave 7, #01-501, Singapore 681810",681810,+65 6980 6442,,Type: Association / Organization | Website: https://www.gocare.org.sg/
Good Shepherd Loft,Day Care,"Bukit Timah Rd, #255, Singapore 259691",259691,+65 6235 0850,,Type: Health | Website: https://goodshepherdloft.com/
Happy Hearts Learning Centre (Student Care - Yishun Branch),Day Care,"Blk 729 Yishun Street 71, #01-113, Singapore 760729",760729,+65 6555 2748,Monday: 1:00 – 7:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 1:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://www.facebook.com/happyheartslearningcentre?mibextid=ZbWKwL
